,Batch Cost,Val Cost,Batch Predictor AUC,Val Predictor AUC,Batch Discriminator AUC,Val Discriminator AUC
0,0.6456215381622314,0.6401909589767456,0.8653846153846154,0.6802413273001509,0.3402777777777778,0.7479967948717948
1,0.5298709273338318,0.60208660364151,0.9935064935064936,0.633107088989442,0.39705882352941174,0.6758814102564102
2,0.5540748834609985,0.5525096654891968,0.8571428571428571,0.6233031674208145,0.3116883116883117,0.5362580128205129
3,0.5382665395736694,0.5514777898788452,0.8831168831168831,0.6353695324283559,0.39102564102564097,0.6013621794871795
4,0.5364267826080322,0.551774263381958,0.9102564102564102,0.6153846153846154,0.5866666666666667,0.6822916666666666
5,0.5394607782363892,0.5507303476333618,0.8653846153846154,0.5761689291101056,0.40909090909090906,0.6975160256410257
6,0.5201127529144287,0.561923623085022,0.6466666666666667,0.6504524886877828,0.54,0.7359775641025641
7,0.5510330200195312,0.5486614108085632,0.7727272727272727,0.6119909502262444,0.6538461538461539,0.7487980769230769
8,0.5305352210998535,0.5498321652412415,0.8589743589743589,0.573529411764706,0.6730769230769231,0.7560096153846154
9,0.5196894407272339,0.5672568082809448,0.86,0.5188536953242836,0.58,0.7367788461538463
10,0.5468835830688477,0.5529745221138,0.7756410256410257,0.5524132730015083,0.6153846153846154,0.6778846153846154
11,0.5074273943901062,0.561499834060669,0.7291666666666666,0.5282805429864253,0.6403508771929824,0.6794871794871794
12,0.5347390174865723,0.5541702508926392,0.7115384615384617,0.5290346907993967,0.7012987012987013,0.6356169871794872
13,0.5469663143157959,0.5487486720085144,0.5961538461538461,0.5565610859728507,0.6388888888888888,0.59375
14,0.5267738103866577,0.5488336682319641,0.8525641025641026,0.5524132730015082,0.42857142857142855,0.5576923076923077
15,0.4888259470462799,0.5516481995582581,0.8461538461538461,0.5463800904977375,0.8472222222222223,0.5116185897435898
16,0.5225471258163452,0.543392539024353,0.6282051282051282,0.5773001508295627,0.2435897435897436,0.4391025641025641
17,0.515144944190979,0.545680046081543,0.6266666666666668,0.6150075414781296,0.38461538461538464,0.4971955128205129
18,0.5706594586372375,0.5400400161743164,0.5066666666666667,0.606711915535445,0.43589743589743596,0.5564903846153846
19,0.737421452999115,0.6920822858810425,0.551948051948052,0.47285067873303166,0.7794117647058824,0.6422275641025641
20,0.8057979345321655,0.6747138500213623,0.5416666666666666,0.41515837104072395,0.6038961038961039,0.6518429487179488
21,0.5365874767303467,0.5398126244544983,0.7777777777777778,0.635369532428356,0.5694444444444444,0.5973557692307692
22,0.5540018677711487,0.5427114963531494,0.6933333333333334,0.6523378582202112,0.5897435897435898,0.5913461538461539
23,1.006142258644104,0.9139328598976135,0.5064935064935066,0.3163650075414781,0.7077922077922079,0.5757211538461539
24,0.6952725648880005,0.6794121861457825,0.3076923076923077,0.47398190045248867,0.3333333333333333,0.5128205128205129
25,0.5429973006248474,0.5510993599891663,0.5909090909090909,0.719079939668175,0.3733333333333333,0.4635416666666667
26,0.5912178754806519,0.5609147548675537,0.6538461538461539,0.7262443438914028,0.3076923076923077,0.4643429487179487
27,0.5089381337165833,0.5581125020980835,0.7866666666666667,0.7251131221719457,0.6029411764705883,0.4859775641025641
28,0.5509551763534546,0.5390971302986145,0.5897435897435898,0.7126696832579186,0.375,0.5084134615384616
29,0.5379438400268555,0.5539301037788391,0.7272727272727273,0.6892911010558069,0.3533333333333333,0.5176282051282052
30,0.560375988483429,0.560458779335022,0.7628205128205128,0.6809954751131222,0.4097222222222222,0.5112179487179487
31,0.5578310489654541,0.5510985255241394,0.6153846153846154,0.6866515837104072,0.2361111111111111,0.4827724358974359
32,0.5360472202301025,0.5416959524154663,0.8141025641025641,0.6900452488687783,0.2847222222222222,0.4607371794871795
33,0.5279030203819275,0.5406485199928284,0.8051948051948051,0.6983408748114631,0.4485294117647059,0.4451121794871795
34,0.5513574481010437,0.5425880551338196,0.7272727272727273,0.6907993966817496,0.474025974025974,0.4439102564102564
35,0.5236251354217529,0.5450677871704102,0.7467532467532467,0.6885369532428356,0.5320512820512819,0.4395032051282052
36,0.5409570932388306,0.5427707433700562,0.673076923076923,0.6866515837104072,0.4933333333333333,0.44230769230769235
37,0.5375986695289612,0.5385072827339172,0.7884615384615385,0.6813725490196079,0.4285714285714286,0.4567307692307692
38,0.530402660369873,0.5383491516113281,0.6599999999999999,0.6791101055806937,0.63,0.4655448717948718
39,0.549362063407898,0.5383894443511963,0.6298701298701299,0.6806184012066365,0.5128205128205128,0.4863782051282051
40,0.5482863187789917,0.5396578907966614,0.5384615384615384,0.6791101055806938,0.3717948717948718,0.4963942307692308
41,0.5332595705986023,0.5476559400558472,0.5133333333333334,0.6606334841628959,0.6866666666666666,0.4963942307692307
42,0.5491235852241516,0.5484204292297363,0.6602564102564102,0.6576168929110107,0.4423076923076923,0.49919871794871795
43,0.5160548686981201,0.5566067695617676,0.5625,0.6410256410256411,0.5877192982456141,0.516426282051282
44,0.5509467124938965,0.5576603412628174,0.6410256410256411,0.6266968325791855,0.7272727272727273,0.530448717948718
45,0.5484439730644226,0.5514857769012451,0.5897435897435898,0.6191553544494721,0.4652777777777778,0.5408653846153846
46,0.541121244430542,0.5459349751472473,0.6346153846153846,0.6161387631975868,0.40909090909090917,0.5352564102564102
47,0.5343896150588989,0.5445396304130554,0.6987179487179488,0.6165158371040723,0.4166666666666667,0.5268429487179487
48,0.5289387702941895,0.5467583537101746,0.7051282051282051,0.6244343891402715,0.41025641025641024,0.5248397435897436
49,0.5269479751586914,0.5624959468841553,0.5733333333333334,0.6440422322775264,0.5769230769230769,0.5328525641025641
50,0.5442835092544556,0.5748106241226196,0.5133333333333334,0.6674208144796381,0.42948717948717957,0.5328525641025641
51,0.5263333916664124,0.5603924989700317,0.7077922077922078,0.6632730015082957,0.6691176470588236,0.5516826923076923
52,0.48109304904937744,0.562356173992157,0.7638888888888888,0.6587481146304676,0.43506493506493504,0.5540865384615384
53,0.4773254990577698,0.5692150592803955,0.8125,0.6598793363499247,0.6666666666666666,0.5685096153846154
54,0.5091934204101562,0.5635231137275696,0.72,0.6598793363499246,0.6346153846153846,0.5765224358974359
55,0.5397507548332214,0.5403518676757812,0.6233766233766234,0.6436651583710408,0.512987012987013,0.6121794871794871
56,0.5156086683273315,0.5359955430030823,0.7435897435897436,0.6349924585218703,0.39333333333333337,0.6638621794871794
57,0.5532224178314209,0.5334477424621582,0.6103896103896104,0.6425339366515836,0.7199999999999999,0.6674679487179487
58,0.5631237626075745,0.5326855182647705,0.4743589743589744,0.6466817496229261,0.685897435897436,0.6995192307692307
59,0.4905429184436798,0.5326291918754578,0.7199999999999999,0.6568627450980392,0.6691176470588235,0.663261217948718
60,0.551832377910614,0.5260894894599915,0.532051282051282,0.6583710407239819,0.5486111111111112,0.6959134615384615
61,0.5373948812484741,0.535211980342865,0.5974025974025974,0.6447963800904978,0.7333333333333333,0.7540064102564102
62,0.5416514873504639,0.5396718382835388,0.6666666666666667,0.6436651583710408,0.5763888888888888,0.7668269230769231
63,0.5202429294586182,0.5216588377952576,0.6858974358974358,0.6508295625942685,0.5625,0.7556089743589743
64,0.4954071044921875,0.5154162049293518,0.7371794871794872,0.6557315233785822,0.7777777777777777,0.7479967948717948
65,0.5177813768386841,0.5205529928207397,0.6623376623376623,0.6621417797888387,0.49264705882352944,0.7532051282051282
66,0.5151568651199341,0.5178452134132385,0.6038961038961039,0.6591251885369532,0.5714285714285714,0.7780448717948718
67,0.5001693367958069,0.5128922462463379,0.8051948051948052,0.6677978883861236,0.7243589743589743,0.7744391025641025
68,0.5414367914199829,0.5080695152282715,0.6153846153846154,0.6806184012066365,0.6266666666666667,0.7772435897435898
69,0.5091282725334167,0.522580087184906,0.7756410256410257,0.6874057315233787,0.551948051948052,0.7832532051282052
70,0.5512151122093201,0.4917110204696655,0.6799999999999999,0.6866515837104072,0.34,0.19230769230769232
71,0.47752949595451355,0.5461486577987671,0.6558441558441558,0.6734539969834088,0.4358974358974359,0.19310897435897434
72,0.6103566884994507,0.5800337791442871,0.5769230769230769,0.6693061840120663,0.21794871794871795,0.20072115384615385
73,0.6930449604988098,0.8667814135551453,0.5933333333333333,0.5991704374057315,0.2,0.21153846153846154
74,0.4899524450302124,0.573917806148529,0.7371794871794872,0.6655354449472097,0.1217948717948718,0.23237179487179488
75,0.5648469924926758,0.5279086828231812,0.42361111111111105,0.6647812971342384,0.2543859649122807,0.21995192307692307
76,0.5821505784988403,0.5931879878044128,0.608974358974359,0.6621417797888386,0.10389610389610389,0.2111378205128205
77,0.5602575540542603,0.5199646353721619,0.5384615384615384,0.6685520361990951,0.1597222222222222,0.2095352564102564
78,0.5334327816963196,0.5130715370178223,0.5512820512820513,0.6685520361990951,0.2727272727272727,0.20953525641025642
79,0.5610030293464661,0.5884802937507629,0.7051282051282052,0.6689291101055806,0.2916666666666667,0.2107371794871795
80,0.5008523464202881,0.5147929787635803,0.6217948717948718,0.670814479638009,0.25,0.21754807692307693
81,0.5603870153427124,0.48644134402275085,0.5666666666666667,0.6677978883861236,0.8205128205128205,0.782051282051282
82,1.1512655019760132,0.9287934303283691,0.4733333333333334,0.5904977375565611,0.6858974358974359,0.765625
83,0.8850021958351135,0.9252843260765076,0.5714285714285714,0.6610105580693816,0.125,0.312099358974359
84,0.5823739767074585,0.8812245726585388,0.6597222222222222,0.6530920060331825,0.40909090909090906,0.29767628205128205
85,0.613649845123291,0.5328547358512878,0.5555555555555556,0.6576168929110106,0.1597222222222222,0.26963141025641024
86,0.5737174153327942,0.5491587519645691,0.7066666666666667,0.6508295625942684,0.2628205128205128,0.25841346153846156
87,0.5503276586532593,0.5209004282951355,0.4675324675324675,0.6595022624434389,0.2597402597402597,0.2520032051282051
88,0.5436625480651855,0.5275052785873413,0.6474358974358974,0.6647812971342383,0.24666666666666665,0.24439102564102566
89,0.5431440472602844,0.5192449688911438,0.551948051948052,0.6711915535444947,0.21333333333333332,0.2391826923076923
90,0.5501641035079956,0.5797255039215088,0.653846153846154,0.6749622926093515,0.25,0.234375
91,0.5047436356544495,0.5239415764808655,0.72,0.6798642533936652,0.375,0.23317307692307693
92,0.5653716921806335,0.5437113046646118,0.6602564102564102,0.6791101055806938,0.15277777777777776,0.23597756410256412
93,0.47846245765686035,0.519364058971405,0.7987012987012987,0.6847662141779789,0.32666666666666666,0.23157051282051283
94,0.5123098492622375,0.528245210647583,0.7628205128205128,0.6828808446455505,0.1111111111111111,0.22756410256410256
95,0.553848147392273,0.5185832977294922,0.49999999999999994,0.6840120663650076,0.0763888888888889,0.22075320512820512
96,0.5126801133155823,0.515933632850647,0.7371794871794872,0.6843891402714932,0.2361111111111111,0.21875
97,0.5000293254852295,0.5319950580596924,0.7337662337662338,0.6817496229260934,0.4632352941176471,0.21594551282051283
98,0.511735737323761,0.5179755091667175,0.7207792207792207,0.6825037707390649,0.26623376623376627,0.2047275641025641
99,0.501253068447113,0.5159754753112793,0.6753246753246753,0.6809954751131221,0.23076923076923078,0.1999198717948718
100,0.5050038695335388,0.516249418258667,0.717948717948718,0.6832579185520362,0.31333333333333335,0.1907051282051282
101,0.5124942064285278,0.5126044750213623,0.7692307692307693,0.6783559577677225,0.3116883116883117,0.18028846153846156
102,0.5069071054458618,0.5362812280654907,0.7066666666666668,0.6828808446455505,0.35000000000000003,0.17187500000000003
103,0.5352009534835815,0.5142634510993958,0.6623376623376623,0.6881598793363499,0.4551282051282051,0.1574519230769231
104,0.5375150442123413,0.5100035071372986,0.596153846153846,0.6874057315233786,0.3333333333333333,0.14623397435897437
105,0.5371344089508057,0.5184143781661987,0.54,0.6889140271493214,0.29333333333333333,0.14903846153846154
106,0.4785999357700348,0.5099003314971924,0.75,0.691553544494721,0.13461538461538464,0.14783653846153846
107,0.523949146270752,0.5121251344680786,0.5763888888888888,0.6919306184012066,0.368421052631579,0.16346153846153846
108,0.5213577151298523,0.511896014213562,0.6602564102564102,0.6832579185520362,0.2272727272727273,0.1750801282051282
109,0.5345208048820496,0.5301113128662109,0.6666666666666666,0.6802413273001509,0.3819444444444444,0.22235576923076925
110,0.541143536567688,0.5208693146705627,0.6730769230769231,0.6715686274509804,0.48051948051948057,0.2936698717948718
111,0.47910967469215393,0.5985543727874756,0.8012820512820513,0.6282051282051282,0.4930555555555556,0.359375
112,0.6346599459648132,0.6877495646476746,0.717948717948718,0.6941930618401206,0.4743589743589744,0.32091346153846156
113,0.6087039113044739,0.7168393135070801,0.6066666666666667,0.7066365007541479,0.3269230769230769,0.3161057692307693
114,0.5709666609764099,0.6214181184768677,0.5866666666666667,0.6889140271493213,0.28846153846153844,0.3501602564102564
115,0.5269647240638733,0.558631956577301,0.6753246753246753,0.6568627450980392,0.4632352941176471,0.3561698717948718
116,0.5077455043792725,0.5450378060340881,0.7777777777777778,0.6293363499245852,0.37662337662337664,0.3601762820512821
117,0.4686001241207123,0.5442692041397095,0.8611111111111112,0.6165158371040723,0.47916666666666663,0.3289262820512821
118,0.5237414240837097,0.5472893714904785,0.6133333333333333,0.6112368024132729,0.4294871794871795,0.3213141025641026
119,0.5334699749946594,0.5508754253387451,0.6753246753246753,0.5969079939668175,0.3571428571428571,0.3265224358974359
120,0.5118522047996521,0.5528260469436646,0.7243589743589743,0.5972850678733032,0.5666666666666667,0.3225160256410256
121,0.577021598815918,0.5517361164093018,0.525974025974026,0.5920060331825038,0.21333333333333332,0.34134615384615385
122,0.5955822467803955,0.5470420718193054,0.4230769230769231,0.584841628959276,0.26282051282051283,0.38100961538461536
123,0.5226269960403442,0.5457088351249695,0.6533333333333333,0.5923831070889894,0.5955882352941176,0.4286858974358974
124,0.5445359349250793,0.5434849262237549,0.6025641025641025,0.6006787330316742,0.7013888888888888,0.4963942307692307
125,0.571578323841095,0.5439192056655884,0.3246753246753247,0.6040723981900452,0.43333333333333335,0.547676282051282
126,0.5547373294830322,0.5458060503005981,0.608974358974359,0.6244343891402715,0.36111111111111105,0.5865384615384616
127,0.5433199405670166,0.5446940660476685,0.6666666666666667,0.6489441930618401,0.9236111111111112,0.6478365384615384
128,0.5215424299240112,0.5404120683670044,0.8717948717948718,0.6561085972850679,0.6527777777777778,0.6482371794871794
129,0.5358431339263916,0.5366748571395874,0.6298701298701299,0.6610105580693816,0.5808823529411764,0.6089743589743589
130,0.5357643365859985,0.5361793041229248,0.7207792207792207,0.6564856711915535,0.6948051948051948,0.6005608974358974
131,0.4980328679084778,0.5365999937057495,0.8506493506493505,0.6579939668174962,0.6666666666666667,0.5713141025641025
132,0.533957839012146,0.5341273546218872,0.6794871794871795,0.6579939668174962,0.6799999999999999,0.5709134615384616
133,0.5154433846473694,0.5306685566902161,0.717948717948718,0.6595022624434389,0.3181818181818182,0.626201923076923
134,0.5112906694412231,0.5287604928016663,0.7266666666666666,0.664027149321267,0.59,0.6061698717948718
135,0.534644603729248,0.529315173625946,0.6428571428571429,0.6591251885369532,0.5256410256410257,0.6354166666666667
136,0.5202473402023315,0.5304669141769409,0.717948717948718,0.6493212669683258,0.5897435897435896,0.6426282051282051
137,0.538598895072937,0.5446714758872986,0.6266666666666667,0.6406485671191553,0.5666666666666667,0.6919070512820513
138,0.5191742777824402,0.5402423143386841,0.8012820512820513,0.6504524886877827,0.8397435897435898,0.7075320512820513
